"","price","bedroom_more_than_2","washroom_more_than_2","size","baseroom","park_size","age","score"
"2049",675000,"No less than 3","Less than 3",1460,TRUE,8937,1976,8
"2050",831000,"No less than 3","Less than 3",1630,TRUE,3905,1926,7
"2051",200000,"Less than 3","Less than 3",780,FALSE,55764,1945,4
"2052",740000,"No less than 3","Less than 3",2190,TRUE,44374,1979,10
"2053",880000,"No less than 3","Less than 3",2100,TRUE,8250,1958,8
"2054",1225000,"No less than 3","Less than 3",2130,TRUE,4320,1913,9
"2055",543500,"No less than 3","Less than 3",2550,FALSE,5835,1998,8
"2056",657500,"No less than 3","Less than 3",1380,TRUE,7560,1947,7
"2057",559630,"No less than 3","Less than 3",3370,FALSE,4934,2014,9
"2058",465000,"No less than 3","No less than 3",1420,TRUE,15600,1948,8
"2059",450000,"No less than 3","Less than 3",1290,FALSE,1213,2001,8
"2060",499000,"No less than 3","Less than 3",1000,TRUE,5940,1977,8
"2061",779000,"No less than 3","Less than 3",1330,TRUE,5600,1941,8
"2062",670500,"No less than 3","Less than 3",1590,FALSE,6750,1951,7
"2063",754999,"No less than 3","Less than 3",3010,FALSE,9323,1992,10
"2064",975000,"No less than 3","Less than 3",3490,FALSE,7494,2000,11
"2065",370000,"Less than 3","Less than 3",750,TRUE,6213,1916,6
"2066",633100,"No less than 3","Less than 3",2470,FALSE,33305,1993,9
"2067",397000,"No less than 3","Less than 3",1620,TRUE,6000,1959,7
"2068",410000,"No less than 3","Less than 3",1340,FALSE,9975,1961,7
"2069",559500,"No less than 3","Less than 3",1650,FALSE,7088,1973,8
"2070",399900,"No less than 3","Less than 3",1260,FALSE,12750,1979,7
"2071",324950,"No less than 3","Less than 3",1290,TRUE,4800,1929,7
"2072",260000,"No less than 3","Less than 3",1790,FALSE,4358,1993,7
"2073",1468000,"No less than 3","No less than 3",5010,FALSE,34460,1988,12
"2074",657500,"No less than 3","Less than 3",1610,TRUE,5000,1912,7
"2075",595000,"No less than 3","Less than 3",1110,TRUE,5753,1941,8
"2076",884900,"No less than 3","No less than 3",5370,FALSE,10800,1967,8
"2077",356000,"No less than 3","Less than 3",2470,FALSE,5074,2004,8
"2078",592500,"No less than 3","Less than 3",800,TRUE,6750,1947,7
"2079",1550000,"No less than 3","Less than 3",4460,FALSE,26027,1992,12
"2080",348000,"No less than 3","Less than 3",2360,FALSE,6145,2011,8
"2081",1089000,"No less than 3","No less than 3",3440,TRUE,107157,1988,10
"2082",450000,"No less than 3","Less than 3",1400,TRUE,9565,1959,8
"2083",546940,"No less than 3","Less than 3",1220,TRUE,7680,1946,7
"2084",305000,"Less than 3","Less than 3",1120,FALSE,758,2012,7
"2085",530000,"No less than 3","Less than 3",3250,FALSE,4500,2008,8
"2086",290000,"No less than 3","Less than 3",1010,FALSE,7200,1947,6
"2087",320000,"No less than 3","Less than 3",1100,FALSE,11824,1954,7
"2088",239900,"Less than 3","Less than 3",910,FALSE,9000,1983,6
"2089",290000,"No less than 3","Less than 3",2200,FALSE,4240,2003,7
"2090",639000,"No less than 3","Less than 3",980,TRUE,5000,1910,7
"2091",605000,"No less than 3","Less than 3",990,TRUE,7626,1941,7
"2092",423000,"No less than 3","Less than 3",970,TRUE,6909,1941,7
"2093",440000,"No less than 3","Less than 3",1230,TRUE,6010,1946,7
"2094",380000,"No less than 3","Less than 3",1500,TRUE,6000,1958,7
"2095",685000,"No less than 3","Less than 3",1140,TRUE,1193,2014,9
"2096",360000,"No less than 3","Less than 3",1300,FALSE,7770,1967,7
"2097",515000,"No less than 3","Less than 3",2610,FALSE,5845,2005,8
"2098",1255000,"No less than 3","Less than 3",3510,FALSE,13100,1966,10
"2099",525000,"No less than 3","Less than 3",2520,FALSE,7731,1994,9
"2100",390000,"No less than 3","Less than 3",1140,FALSE,6250,1958,6
"2101",650000,"No less than 3","Less than 3",2190,FALSE,3600,2003,9
"2102",825000,"No less than 3","Less than 3",2080,TRUE,6000,1937,8
"2103",355000,"No less than 3","No less than 3",2130,TRUE,9601,1992,7
"2104",350000,"No less than 3","Less than 3",1370,FALSE,8162,1949,6
"2105",359500,"No less than 3","Less than 3",2390,FALSE,11250,1988,9
"2106",455000,"No less than 3","Less than 3",1340,FALSE,5800,1914,7
"2107",2525000,"No less than 3","No less than 3",4310,TRUE,45100,1950,11
"2108",250000,"No less than 3","Less than 3",1510,FALSE,5500,1920,7
"2109",540000,"No less than 3","Less than 3",1430,TRUE,10283,1984,8
"2110",150000,"Less than 3","Less than 3",790,FALSE,7275,1944,6
"2111",699000,"No less than 3","Less than 3",3230,FALSE,40319,1987,10
"2112",575000,"No less than 3","Less than 3",1840,TRUE,30056,1954,8
"2113",625000,"No less than 3","Less than 3",2630,FALSE,48706,1986,8
"2114",310000,"No less than 3","Less than 3",1990,FALSE,7173,1972,7
"2115",550000,"No less than 3","Less than 3",2670,TRUE,6605,1990,8
"2116",1035480,"No less than 3","No less than 3",4475,FALSE,6642,2014,9
"2117",325000,"No less than 3","Less than 3",1750,FALSE,9000,1936,5
"2118",290300,"Less than 3","Less than 3",860,FALSE,3874,1931,6
"2119",224000,"No less than 3","Less than 3",1480,FALSE,10588,1957,7
"2120",688000,"No less than 3","No less than 3",3450,FALSE,16200,1983,10
"2121",402500,"No less than 3","Less than 3",2600,FALSE,11951,1988,10
"2122",560000,"No less than 3","Less than 3",1360,FALSE,5814,1900,6
"2123",196500,"No less than 3","Less than 3",1310,FALSE,7000,1979,7
"2124",570000,"No less than 3","Less than 3",1500,TRUE,9000,1975,8
"2125",249000,"No less than 3","Less than 3",1590,FALSE,7535,1909,6
"2126",505400,"No less than 3","Less than 3",930,TRUE,3400,1926,7
"2127",571000,"No less than 3","Less than 3",1920,FALSE,3867,2005,8
"2128",410000,"No less than 3","Less than 3",1260,TRUE,8450,1983,7
"2129",689000,"No less than 3","Less than 3",1480,TRUE,11700,1961,8
"2130",205000,"Less than 3","Less than 3",720,FALSE,5040,1955,6
"2131",307000,"No less than 3","Less than 3",1020,FALSE,8484,1949,6
"2132",180000,"Less than 3","Less than 3",800,FALSE,9450,1958,6
"2133",415000,"No less than 3","Less than 3",1180,TRUE,9625,1955,8
"2134",409900,"Less than 3","Less than 3",1590,FALSE,1845,1997,9
"2135",401500,"No less than 3","Less than 3",2280,TRUE,94525,1977,8
"2136",480000,"No less than 3","Less than 3",2410,FALSE,4656,2009,7
"2137",1590000,"No less than 3","Less than 3",2080,TRUE,11131,1953,9
"2138",490000,"No less than 3","Less than 3",2080,FALSE,12032,1978,8
"2139",520000,"No less than 3","Less than 3",1320,TRUE,8277,1923,7
"2140",802541,"No less than 3","Less than 3",2990,FALSE,6768,2014,9
"2141",880000,"No less than 3","Less than 3",1350,TRUE,10800,1954,8
"2142",309620,"No less than 3","Less than 3",1860,FALSE,3730,2012,8
"2143",358000,"Less than 3","Less than 3",1140,FALSE,8340,1948,7
"2144",299800,"No less than 3","Less than 3",2410,FALSE,4708,2002,8
"2145",1150000,"No less than 3","Less than 3",2100,FALSE,15120,1953,8
"2146",462600,"No less than 3","Less than 3",1430,FALSE,11761,1964,8
"2147",785000,"No less than 3","No less than 3",2190,TRUE,4684,2009,10
"2148",577000,"No less than 3","Less than 3",1940,FALSE,5000,1951,7
"2149",352500,"Less than 3","Less than 3",1180,TRUE,2399,2009,7
"2150",325000,"No less than 3","Less than 3",1480,FALSE,97138,1984,7
"2151",435000,"Less than 3","Less than 3",1120,TRUE,7200,1940,7
"2152",475000,"No less than 3","Less than 3",1480,FALSE,13457,1959,7
"2153",590000,"No less than 3","Less than 3",2660,FALSE,35010,1993,9
"2154",600000,"No less than 3","Less than 3",1290,TRUE,14242,1958,8
"2155",412250,"Less than 3","Less than 3",1300,FALSE,2983,2006,8
"2156",1135250,"No less than 3","No less than 3",7320,FALSE,217800,1992,11
"2157",550000,"Less than 3","Less than 3",870,TRUE,3000,1926,7
"2158",555000,"No less than 3","Less than 3",1040,TRUE,7020,1951,7
"2159",282150,"Less than 3","Less than 3",700,FALSE,5940,1948,7
"2160",500000,"No less than 3","Less than 3",2230,FALSE,8560,2002,8
"2161",428000,"No less than 3","Less than 3",780,TRUE,2550,1986,7
"2162",689500,"No less than 3","Less than 3",2050,FALSE,2772,2013,8
"2163",390000,"Less than 3","Less than 3",1350,TRUE,12960,1926,6
"2164",250000,"Less than 3","Less than 3",660,FALSE,2600,1919,6
"2165",490000,"No less than 3","Less than 3",2010,FALSE,9725,1987,8
"2166",538000,"No less than 3","Less than 3",1100,TRUE,3825,1904,6
"2167",325000,"No less than 3","Less than 3",2260,FALSE,8120,2004,8
"2168",325000,"Less than 3","Less than 3",810,FALSE,6827,1944,6
"2169",576000,"No less than 3","Less than 3",970,TRUE,9000,1948,7
"2170",365000,"No less than 3","Less than 3",2290,FALSE,7350,1988,8
"2171",329950,"No less than 3","Less than 3",2456,FALSE,7566,2012,8
"2172",665000,"No less than 3","No less than 3",2480,FALSE,9720,1972,8
"2173",361000,"No less than 3","Less than 3",1550,TRUE,5650,1973,7
"2174",875000,"No less than 3","Less than 3",2320,TRUE,5568,1906,8
"2175",410000,"No less than 3","Less than 3",2150,FALSE,4332,2013,8
"2176",561000,"No less than 3","Less than 3",1640,FALSE,7200,1985,8
"2177",1080000,"No less than 3","Less than 3",3260,TRUE,7216,1967,8
"2178",453500,"No less than 3","Less than 3",1300,TRUE,6032,1959,7
"2179",359950,"No less than 3","No less than 3",2290,FALSE,4785,2007,9
"2180",850000,"No less than 3","Less than 3",1940,TRUE,12406,1983,9
"2181",579950,"No less than 3","Less than 3",2460,FALSE,8643,2011,9
"2182",199990,"Less than 3","Less than 3",890,FALSE,6430,1935,6
"2183",799000,"No less than 3","No less than 3",2220,TRUE,20107,1990,10
"2184",896000,"No less than 3","Less than 3",2080,TRUE,3520,1917,8
"2185",435000,"No less than 3","Less than 3",1230,TRUE,7200,1973,7
"2186",254000,"Less than 3","Less than 3",910,FALSE,6000,1943,6
"2187",860000,"No less than 3","Less than 3",2290,TRUE,11119,1986,10
"2188",550000,"No less than 3","Less than 3",1010,TRUE,2159,1922,7
"2189",490000,"No less than 3","Less than 3",3020,FALSE,8302,1994,10
"2190",217500,"No less than 3","Less than 3",1400,FALSE,9546,1984,7
"2191",245000,"No less than 3","Less than 3",1490,FALSE,6930,1990,7
"2192",410000,"Less than 3","Less than 3",1000,TRUE,4000,1950,7
"2193",740000,"No less than 3","No less than 3",2950,TRUE,57063,1998,9
"2194",943500,"No less than 3","Less than 3",2370,FALSE,10890,1980,7
"2195",500000,"No less than 3","Less than 3",1530,FALSE,825,2015,8
"2196",560000,"No less than 3","Less than 3",1320,TRUE,6838,1985,7
"2197",555000,"No less than 3","No less than 3",1450,TRUE,2479,2011,9
"2198",333000,"No less than 3","Less than 3",1250,FALSE,8450,1954,7
"2199",544300,"No less than 3","Less than 3",1560,FALSE,9000,1969,7
"2200",250000,"No less than 3","Less than 3",1060,TRUE,5200,1977,7
"2201",275000,"No less than 3","Less than 3",1440,FALSE,10920,1943,5
"2202",212000,"No less than 3","Less than 3",980,TRUE,7500,1946,6
"2203",2250000,"No less than 3","No less than 3",4170,TRUE,7800,1954,11
"2204",1014250,"No less than 3","Less than 3",1500,TRUE,12855,1920,6
"2205",426000,"Less than 3","Less than 3",830,TRUE,7680,1947,7
"2206",380000,"No less than 3","No less than 3",2800,FALSE,9764,2002,8
"2207",540000,"Less than 3","Less than 3",1120,FALSE,7500,1971,7
"2208",185000,"No less than 3","Less than 3",1200,FALSE,1848,1966,8
"2209",735000,"No less than 3","Less than 3",1510,TRUE,50800,1968,8
"2210",925000,"No less than 3","No less than 3",2520,TRUE,4216,2008,9
"2211",355000,"No less than 3","Less than 3",1360,TRUE,7417,1983,7
"2212",347500,"No less than 3","No less than 3",1330,TRUE,6551,2014,7
"2213",412000,"No less than 3","Less than 3",1950,FALSE,52256,1985,8
"2214",255000,"No less than 3","Less than 3",1420,FALSE,7480,1963,7
"2215",750000,"No less than 3","Less than 3",2680,FALSE,4548,2009,8
"2216",305000,"No less than 3","Less than 3",1150,FALSE,9048,1922,7
"2217",600000,"No less than 3","Less than 3",3380,FALSE,8179,2011,9
"2218",703770,"No less than 3","Less than 3",2550,FALSE,12918,1987,9
"2219",780000,"No less than 3","Less than 3",3640,FALSE,231739,1999,10
"2220",879950,"No less than 3","Less than 3",3020,FALSE,7203,2014,9
"2221",1245000,"No less than 3","No less than 3",2790,TRUE,8400,1947,8
"2222",1100000,"No less than 3","Less than 3",1400,TRUE,20000,1952,7
"2223",360000,"No less than 3","Less than 3",1720,FALSE,6417,1953,7
"2224",340000,"No less than 3","Less than 3",1130,FALSE,9879,1996,6
"2225",250000,"No less than 3","Less than 3",1170,FALSE,9848,1963,7
"2226",230500,"No less than 3","Less than 3",1160,TRUE,7245,1973,7
"2227",762300,"No less than 3","Less than 3",3880,FALSE,14550,1987,10
"2228",400000,"No less than 3","Less than 3",1140,TRUE,7200,1965,7
"2229",340500,"No less than 3","Less than 3",1770,FALSE,12458,1957,7
"2230",485000,"No less than 3","Less than 3",2130,TRUE,15935,2005,10
"2231",372977,"No less than 3","Less than 3",1150,TRUE,1618,2014,8
"2232",438000,"No less than 3","Less than 3",1650,FALSE,12940,1961,7
"2233",490000,"No less than 3","Less than 3",1930,FALSE,7266,2005,8
"2234",454800,"No less than 3","Less than 3",1400,TRUE,10720,1979,7
"2235",1295000,"No less than 3","No less than 3",2750,TRUE,8504,1950,8
"2236",500000,"No less than 3","Less than 3",1770,FALSE,8155,1970,6
"2237",333000,"No less than 3","Less than 3",2100,FALSE,7208,1974,8
"2238",249000,"Less than 3","Less than 3",1090,FALSE,1357,1990,7
"2239",453000,"No less than 3","Less than 3",1550,TRUE,37533,1979,8
"2240",675000,"No less than 3","Less than 3",1140,TRUE,8800,1975,8
"2241",1385000,"No less than 3","No less than 3",4860,FALSE,181319,1993,9
"2242",370000,"No less than 3","Less than 3",2490,FALSE,18525,1995,8
"2243",636100,"No less than 3","Less than 3",1010,FALSE,6000,1919,7
"2244",230000,"No less than 3","Less than 3",1390,FALSE,6000,1954,5
"2245",620047,"No less than 3","Less than 3",880,TRUE,6000,1946,7
"2246",265000,"No less than 3","Less than 3",1010,FALSE,14948,1969,6
"2247",185000,"No less than 3","Less than 3",1280,FALSE,4031,1985,6
"2248",730000,"No less than 3","Less than 3",1910,TRUE,16449,1963,7
"2249",405000,"No less than 3","Less than 3",1850,FALSE,9136,1997,8
"2250",725000,"No less than 3","Less than 3",2700,FALSE,25870,1992,8
"2251",306000,"No less than 3","Less than 3",1980,FALSE,9800,1991,7
"2252",262000,"No less than 3","Less than 3",1100,TRUE,9579,1962,7
"2253",360000,"No less than 3","Less than 3",1450,FALSE,8940,1962,7
"2254",550000,"No less than 3","Less than 3",1390,TRUE,2261,2014,8
"2255",555700,"No less than 3","Less than 3",1810,FALSE,12420,1957,7
"2256",239975,"No less than 3","Less than 3",1220,TRUE,7242,1959,7
"2257",396000,"No less than 3","Less than 3",1390,FALSE,6160,1949,7
"2258",780000,"No less than 3","Less than 3",2190,TRUE,4500,1924,8
"2259",260000,"No less than 3","Less than 3",1490,FALSE,8102,1990,7
"2260",640000,"No less than 3","Less than 3",1170,TRUE,4206,1917,7
"2261",559950,"No less than 3","Less than 3",1660,FALSE,1458,2014,9
"2262",453000,"No less than 3","Less than 3",1220,TRUE,16300,1955,7
"2263",363000,"No less than 3","No less than 3",2250,FALSE,12142,1986,8
"2264",262000,"No less than 3","Less than 3",1560,FALSE,7800,1997,7
"2265",800000,"No less than 3","Less than 3",3250,FALSE,5500,2007,9
"2266",517000,"No less than 3","Less than 3",1740,FALSE,10000,1976,7
"2267",598500,"No less than 3","Less than 3",2520,FALSE,3980,2005,8
"2268",429950,"No less than 3","Less than 3",1740,FALSE,10875,1967,8
"2269",492000,"No less than 3","Less than 3",1580,TRUE,39927,1978,8
"2270",535000,"No less than 3","Less than 3",1860,FALSE,3766,1995,8
"2271",448500,"No less than 3","Less than 3",2080,FALSE,3920,2010,8
"2272",572650,"No less than 3","Less than 3",2250,FALSE,11349,1991,8
"2273",350500,"No less than 3","Less than 3",1390,TRUE,7200,1975,7
"2274",190000,"No less than 3","Less than 3",1160,FALSE,5850,1918,6
"2275",250000,"No less than 3","Less than 3",1230,FALSE,10350,1957,7
"2276",525000,"No less than 3","No less than 3",3450,FALSE,19080,2001,9
"2277",402000,"No less than 3","Less than 3",2120,TRUE,15540,1974,8
"2278",485000,"No less than 3","Less than 3",1020,TRUE,5508,1968,7
"2279",630000,"No less than 3","No less than 3",2960,TRUE,8309,2001,9
"2280",1205000,"No less than 3","No less than 3",3510,TRUE,13497,2000,11
"2281",370000,"No less than 3","Less than 3",2110,FALSE,13300,1985,8
"2282",515000,"No less than 3","Less than 3",990,TRUE,2402,1930,7
"2283",580000,"No less than 3","Less than 3",1400,TRUE,11900,1963,7
"2284",500000,"No less than 3","Less than 3",830,TRUE,4200,1945,7
"2285",380000,"No less than 3","Less than 3",1260,FALSE,7980,1951,7
"2286",345000,"Less than 3","Less than 3",910,TRUE,8409,1948,6
"2287",448000,"Less than 3","Less than 3",890,TRUE,5413,1937,6
"2288",1400000,"No less than 3","No less than 3",2690,TRUE,12103,1997,11
"2289",369500,"No less than 3","Less than 3",1108,FALSE,1128,2009,7
"2290",301000,"No less than 3","Less than 3",1220,TRUE,7200,1968,7
"2291",615000,"No less than 3","Less than 3",990,TRUE,5175,1927,7
"2292",471000,"No less than 3","Less than 3",2410,TRUE,57063,1978,8
"2293",245000,"No less than 3","Less than 3",1190,FALSE,4072,1907,6
"2294",950000,"No less than 3","Less than 3",1890,TRUE,2296,2013,9
"2295",549950,"No less than 3","Less than 3",1180,TRUE,14694,1981,7
"2296",300000,"Less than 3","Less than 3",1010,FALSE,11919,1947,6
"2297",1098000,"No less than 3","No less than 3",2760,TRUE,107362,1963,8
"2298",939000,"No less than 3","No less than 3",3640,FALSE,6049,2014,9
"2299",900000,"No less than 3","Less than 3",1800,TRUE,3672,1910,8
"2300",340000,"No less than 3","Less than 3",1630,TRUE,8000,1975,9
"2301",440000,"No less than 3","Less than 3",1190,TRUE,10880,1961,7
"2302",420000,"No less than 3","Less than 3",1060,FALSE,6000,1954,8
"2303",215000,"No less than 3","Less than 3",1240,FALSE,9405,1966,7
"2304",565000,"No less than 3","Less than 3",1960,FALSE,48787,1983,9
"2305",638700,"No less than 3","Less than 3",1370,TRUE,9162,1960,7
"2306",695000,"No less than 3","Less than 3",1520,TRUE,2500,2001,8
"2307",540000,"No less than 3","Less than 3",1810,FALSE,3930,2008,8
"2308",577500,"Less than 3","Less than 3",2330,FALSE,3000,1915,8
"2309",270000,"No less than 3","Less than 3",1010,FALSE,14510,1974,7
"2310",427000,"No less than 3","Less than 3",1230,TRUE,4000,1973,7
"2311",429000,"No less than 3","Less than 3",1260,TRUE,5043,1957,8
"2312",530000,"No less than 3","Less than 3",1570,FALSE,3000,1908,7
"2313",208000,"Less than 3","Less than 3",820,FALSE,5700,1942,5
"2314",445000,"No less than 3","Less than 3",910,TRUE,5664,1947,7
"2315",1320000,"No less than 3","Less than 3",2040,FALSE,42693,1980,10
"2316",207000,"No less than 3","Less than 3",1520,FALSE,2550,2005,7
"2317",778983,"No less than 3","Less than 3",2490,FALSE,5647,2014,8
"2318",435000,"No less than 3","Less than 3",1420,FALSE,2581,2004,7
"2319",720000,"No less than 3","Less than 3",1310,TRUE,7080,1952,8
"2320",550000,"Less than 3","Less than 3",930,TRUE,4000,1909,7
"2321",286000,"Less than 3","Less than 3",610,FALSE,4000,1918,6
"2322",288000,"No less than 3","Less than 3",1150,FALSE,887,2007,7
"2323",1200000,"No less than 3","Less than 3",2320,FALSE,13114,1967,8
"2324",936000,"No less than 3","Less than 3",1480,TRUE,12420,1952,8
"2325",141800,"Less than 3","Less than 3",930,FALSE,4743,1942,5
"2326",395000,"No less than 3","Less than 3",1480,FALSE,7700,1975,8
"2327",881000,"No less than 3","No less than 3",1590,TRUE,4125,1925,8
"2328",230000,"No less than 3","Less than 3",1220,FALSE,9100,1970,7
"2329",635000,"No less than 3","No less than 3",4150,FALSE,13232,2006,11
"2330",468000,"No less than 3","Less than 3",2480,FALSE,176418,1927,8
"2331",315500,"No less than 3","Less than 3",1300,FALSE,12600,1969,7
"2332",185000,"No less than 3","Less than 3",1090,TRUE,6700,1942,6
"2333",442500,"No less than 3","Less than 3",1400,TRUE,10490,1968,7
"2334",216000,"No less than 3","Less than 3",1847,FALSE,8000,2008,7
"2335",440000,"No less than 3","Less than 3",2610,TRUE,8256,2006,8
"2336",297000,"No less than 3","Less than 3",1450,FALSE,7562,1994,7
"2337",427800,"No less than 3","Less than 3",1340,FALSE,13241,1985,7
"2338",572500,"No less than 3","Less than 3",1290,TRUE,4600,1926,7
"2339",365000,"Less than 3","Less than 3",1160,FALSE,8060,1950,7
"2340",756000,"No less than 3","Less than 3",2730,FALSE,10753,1991,9
"2341",345000,"No less than 3","Less than 3",2840,FALSE,12870,1925,7
"2342",819000,"No less than 3","Less than 3",2726,TRUE,13391,1985,9
"2343",262000,"No less than 3","Less than 3",1700,FALSE,6200,1997,8
"2344",290000,"No less than 3","Less than 3",1210,FALSE,33919,1954,7
"2345",660000,"No less than 3","No less than 3",2160,TRUE,2970,1925,8
"2346",229950,"No less than 3","Less than 3",1170,FALSE,11960,1969,7
"2347",235000,"Less than 3","Less than 3",1010,FALSE,7500,1941,7
"2348",523950,"No less than 3","Less than 3",1420,FALSE,1282,2006,8
"2349",485000,"No less than 3","Less than 3",1880,FALSE,5502,1988,8
"2350",1500000,"No less than 3","No less than 3",5550,FALSE,12968,2005,11
"2351",361000,"No less than 3","Less than 3",1200,FALSE,7236,1975,7
"2352",537000,"No less than 3","Less than 3",860,TRUE,6413,1950,7
"2353",525000,"No less than 3","Less than 3",1730,TRUE,9610,1990,9
"2354",277950,"No less than 3","Less than 3",2100,FALSE,6021,1992,7
"2355",295000,"No less than 3","Less than 3",1230,FALSE,3405,2010,7
"2356",540000,"No less than 3","No less than 3",2090,TRUE,4369,2007,8
"2357",357000,"No less than 3","Less than 3",1250,FALSE,17493,1972,7
"2358",715000,"No less than 3","Less than 3",1250,TRUE,7700,1958,8
"2359",380000,"No less than 3","Less than 3",2110,FALSE,5306,2012,8
"2360",1735000,"No less than 3","No less than 3",4010,FALSE,9654,2007,10
"2361",254000,"No less than 3","Less than 3",1740,TRUE,16117,1959,7
"2362",370000,"No less than 3","Less than 3",2220,FALSE,5338,2001,7
"2363",277000,"No less than 3","Less than 3",1140,FALSE,8144,1956,7
"2364",725000,"No less than 3","Less than 3",3750,FALSE,218506,1991,10
"2365",705000,"No less than 3","Less than 3",1540,TRUE,4000,1956,8
"2366",389100,"Less than 3","Less than 3",840,FALSE,5400,1948,7
"2367",350000,"No less than 3","Less than 3",1740,FALSE,29597,1965,7
"2368",1062000,"No less than 3","Less than 3",1840,TRUE,4000,1928,8
"2369",105500,"Less than 3","Less than 3",930,FALSE,7740,1932,5
"2370",775000,"No less than 3","Less than 3",2480,TRUE,5000,1916,7
"2371",260000,"No less than 3","Less than 3",1960,FALSE,8400,1967,8
"2372",753000,"No less than 3","Less than 3",1660,TRUE,39430,1974,8
"2373",705640,"No less than 3","Less than 3",1420,TRUE,12350,1968,8
"2374",293550,"No less than 3","Less than 3",910,TRUE,8840,1979,7
"2375",381000,"No less than 3","Less than 3",1770,FALSE,14400,1959,8
"2376",435000,"No less than 3","Less than 3",2730,FALSE,7506,1987,8
"2377",412000,"No less than 3","Less than 3",1260,TRUE,6992,1952,7
"2378",1295000,"No less than 3","Less than 3",2590,TRUE,5350,1925,9
"2379",272000,"No less than 3","Less than 3",2070,FALSE,6175,1993,8
"2380",300000,"No less than 3","Less than 3",1290,FALSE,12415,1908,6
"2381",391000,"No less than 3","Less than 3",1490,FALSE,9000,1977,8
"2382",400000,"Less than 3","Less than 3",1090,TRUE,1281,2008,8
"2383",975000,"No less than 3","Less than 3",3420,FALSE,183387,2000,10
"2384",237000,"No less than 3","Less than 3",1260,TRUE,7920,1968,8
"2385",358000,"No less than 3","Less than 3",1100,TRUE,3060,1908,7
"2386",375000,"Less than 3","Less than 3",760,FALSE,6000,1942,6
"2387",959000,"No less than 3","No less than 3",2220,TRUE,17424,1959,9
"2388",403000,"No less than 3","Less than 3",1000,TRUE,10730,1977,7
"2389",290000,"No less than 3","Less than 3",1700,FALSE,6498,1986,7
"2390",306000,"No less than 3","Less than 3",1560,FALSE,7500,1966,8
"2391",535000,"No less than 3","No less than 3",2640,FALSE,5978,2012,9
"2392",700000,"No less than 3","No less than 3",3150,FALSE,6175,2001,9
"2393",440000,"No less than 3","Less than 3",960,TRUE,7986,1952,7
"2394",2400000,"No less than 3","No less than 3",3690,TRUE,7200,1907,10
"2395",275000,"No less than 3","Less than 3",1890,FALSE,5000,2003,7
"2396",2300000,"No less than 3","No less than 3",3940,TRUE,8175,2007,10
"2397",221000,"No less than 3","Less than 3",980,FALSE,7606,1954,7
"2398",317625,"No less than 3","Less than 3",1770,TRUE,3809,1925,7
"2399",362500,"Less than 3","Less than 3",940,FALSE,1768,2009,7
"2400",609950,"No less than 3","Less than 3",1330,TRUE,10350,1979,7
"2401",829900,"No less than 3","No less than 3",2640,TRUE,4000,2001,8
"2402",725000,"No less than 3","Less than 3",3570,FALSE,35271,1997,9
"2403",595000,"No less than 3","Less than 3",2050,FALSE,8372,1984,8
"2404",259000,"No less than 3","Less than 3",980,TRUE,4815,1922,6
"2405",353000,"No less than 3","Less than 3",1900,FALSE,3800,2006,7
"2406",182000,"No less than 3","Less than 3",1060,FALSE,7350,1959,7
"2407",750000,"No less than 3","Less than 3",3020,FALSE,7465,2004,9
"2408",400000,"No less than 3","Less than 3",2070,FALSE,10800,1982,7
"2409",1989000,"No less than 3","Less than 3",1520,TRUE,13500,1950,8
"2410",920000,"No less than 3","Less than 3",2130,TRUE,6000,1927,8
"2411",540000,"Less than 3","Less than 3",1170,FALSE,4750,1903,6
"2412",975000,"No less than 3","Less than 3",1660,FALSE,1344,2008,8
"2413",694000,"Less than 3","Less than 3",2320,FALSE,9311,2007,8
"2414",355900,"No less than 3","Less than 3",2090,FALSE,3821,2008,7
"2415",885000,"No less than 3","Less than 3",1610,TRUE,9552,1975,9
"2416",252000,"No less than 3","Less than 3",1440,FALSE,16819,1925,6
"2417",612000,"No less than 3","No less than 3",1740,FALSE,3700,1982,7
"2418",320000,"Less than 3","Less than 3",1140,FALSE,3834,1911,6
"2419",246000,"No less than 3","Less than 3",1290,TRUE,6675,1990,8
"2420",277000,"No less than 3","Less than 3",1110,TRUE,11920,1968,7
"2421",1230000,"No less than 3","Less than 3",1870,TRUE,1967,2007,9
"2422",595000,"No less than 3","Less than 3",3370,FALSE,14402,2004,9
"2423",635000,"No less than 3","No less than 3",1890,TRUE,1407,2014,8
"2424",295000,"No less than 3","Less than 3",1050,TRUE,4000,1979,7
"2425",920000,"No less than 3","Less than 3",1710,TRUE,5750,1928,9
"2426",460000,"No less than 3","Less than 3",1220,TRUE,7313,1975,7
"2427",152000,"No less than 3","Less than 3",902,FALSE,10464,1965,7
"2428",402395,"No less than 3","Less than 3",2669,FALSE,5385,2014,9
"2429",269950,"No less than 3","Less than 3",1080,TRUE,8720,1981,7
"2430",710000,"No less than 3","Less than 3",1650,FALSE,10250,1963,8
"2431",250000,"No less than 3","Less than 3",1800,FALSE,8100,1998,7
"2432",403500,"No less than 3","Less than 3",1200,TRUE,3844,1974,7
"2433",340000,"No less than 3","Less than 3",1070,TRUE,32710,1941,7
"2434",590000,"No less than 3","Less than 3",1530,FALSE,2370,1901,8
"2435",224000,"Less than 3","Less than 3",1060,TRUE,15000,1930,6
"2436",615000,"No less than 3","Less than 3",1910,FALSE,3427,2001,8
