销售价格,卧室数,浴室数,房屋面积,停车面积,楼层数,房屋评分,建筑面积,地下室面积,2014-建筑年份,建筑年份
640000,4,2.5,2320,11259,2,9,2320,0,32,1982
465000,3,2.25,2670,7500,1,7,1640,1030,48,1966
894000,4,2.5,3800,22029,2,9,3800,0,21,1993
391000,3,2.25,1410,1290,2,7,1290,120,10,2004
575000,3,2.5,3240,33661,2,8,3240,0,13,2001
575000,2,1,1510,4032,1.5,8,1310,200,79,1935
4500000,5,5.5,6640,40014,2,12,6350,290,10,2004
770000,3,2.5,2190,2658,2,9,2190,0,35,1979
249000,3,1,1030,24750,1,5,1030,0,71,1943
344000,3,2.25,1250,871,3,8,1250,0,7,2007
820000,3,2.25,2880,9750,2,10,2880,0,25,1989
525000,3,1,1450,4000,1,8,950,500,66,1948
362500,4,1.75,1450,8450,1,7,1450,0,54,1960
260000,4,2.5,2150,3721,2,8,2150,0,8,2006
595000,4,3,3680,35736,1.5,8,2320,1360,44,1970
615000,4,2.5,2120,3720,2,8,2120,0,10,2004
649000,3,2.5,3410,13809,1,10,2450,960,41,1973
235000,3,1,1430,7599,1.5,6,1010,420,84,1930
975000,5,4.5,4300,12250,2,10,4300,0,10,2004
780000,4,2.5,2730,10281,2,9,2730,0,18,1996
208000,3,1,1050,6240,1,5,1050,0,66,1948
397500,3,2.5,1470,1256,2,8,930,540,8,2006
275000,3,1.5,1320,7695,1,7,1320,0,55,1959
260000,3,2.5,1770,2677,2,7,1770,0,9,2005
453000,2,1.5,1680,17400,1.5,7,1680,0,23,1991
404000,3,1.75,1410,15210,1,7,1410,0,64,1950
400000,3,1,1130,4100,1,7,990,140,73,1941
700000,3,2.5,2530,623779,1,8,2530,0,34,1980
1325000,4,3.25,2470,4760,1.5,9,1890,580,108,1906
585000,3,3.25,3050,12700,2,8,2240,810,24,1990
423000,4,1.75,1880,7303,1,7,1010,870,38,1976
562500,3,2.25,1300,907,2,8,1000,300,8,2006
589000,3,1.75,920,3600,1,6,820,100,110,1904
399950,2,1,710,1131,2,7,710,0,71,1943
555000,3,1.5,1740,4200,1.5,7,1640,100,94,1920
695000,4,3.5,3310,21050,2,9,2400,910,22,1992
749000,4,2.5,1710,9627,1,9,1440,270,38,1976
285000,4,3,1900,7194,2,7,1900,0,26,1988
465000,3,2,1840,40438,2,7,1840,0,20,1994
563000,3,2.75,2340,16500,1,8,1500,840,42,1972
500000,3,2.5,1650,5683,2,7,1650,0,11,2003
600000,5,3.5,3370,16846,2,9,2650,720,16,1998
409950,2,1,990,3000,1,6,990,0,96,1918
282000,3,1,1670,5200,1,7,1030,640,37,1977
280000,3,2.25,1360,9600,2,7,1360,0,22,1992
550000,3,2,2380,17950,2,8,2110,270,80,1934
415000,2,1,980,4108,1,7,980,0,67,1947
295000,2,1.75,2200,89298,1,7,1100,1100,41,1973
585444,6,3.75,2740,6924,1,7,1640,1100,52,1962
305000,3,1.5,1800,12196,1,7,1800,0,48,1966
325000,3,2.25,2450,49658,1,7,1770,680,36,1978
255000,3,1.75,1700,7532,1,7,1700,0,27,1987
475000,3,2.25,1380,1621,2,8,1140,240,7,2007
260000,3,1.75,1710,6400,1,7,1240,470,38,1976
400000,6,2,2350,6554,2,8,2000,350,109,1905
950000,3,2.75,2750,18029,1,9,1810,940,36,1978
314000,4,2.5,1870,8449,2,8,1870,0,22,1992
576925,4,2.5,2630,6100,2,8,2630,0,10,2004
425000,3,1.75,2500,6840,1,8,1300,1200,57,1957
925000,5,5.5,5190,12637,2,11,5190,0,13,2001
695000,5,3,3290,14134,1,7,1870,1420,10,2004
335000,3,1,950,8000,1,7,950,0,46,1968
492000,4,3.75,2810,10840,2,8,2070,740,20,1994
330000,3,1,1140,7316,1,6,1140,0,55,1959
289000,2,1.5,1010,1309,2,7,860,150,7,2007
780000,4,3,2440,3600,1.5,8,1480,960,85,1929
847093,4,2.75,2760,5670,2,10,2760,0,0,2014
870515,4,3.5,3600,5697,2,9,2940,660,0,2014
285000,3,1.75,1020,5000,1,6,1020,0,60,1954
590000,3,2,1410,6413,1,7,910,500,67,1947
428750,3,1,1100,4080,1,7,900,200,85,1929
693000,4,2.5,2460,4425,2,8,2460,0,8,2006
334000,1,1,670,5750,1,7,670,0,72,1942
809950,4,2,2230,9900,1.5,9,2230,0,55,1959
218000,3,1.5,1140,4875,1,6,1140,0,44,1970
1025000,3,2.75,2780,4000,2,8,1960,820,110,1904
546000,2,1,970,3400,1,7,970,0,90,1924
350000,2,0.75,1392,43710,1.5,7,1392,0,36,1978
762500,4,2.25,3130,41382,2,9,3130,0,28,1986
856000,3,2.5,2160,3920,2,9,2160,0,0,2014
315000,3,1,1010,7500,1,7,1010,0,39,1975
231000,4,1,1220,5120,1.5,6,1220,0,74,1940
638500,4,2.5,1980,6568,2,8,1980,0,10,2004
1555000,3,3.5,4360,6240,2,10,2960,1400,6,2008
305000,3,1.75,1610,12247,1,8,1610,0,33,1981
293000,4,2.25,2360,6260,2,7,2360,0,16,1998
228000,0,1,390,5900,1,4,390,0,61,1953
582800,4,2.75,2550,7636,1,8,1440,1110,28,1986
650000,3,2.5,1480,2159,3,8,1480,0,7,2007
445000,2,1,910,7200,1,7,830,80,78,1936
820000,4,2.5,3170,8523,2,9,3170,0,6,2008
345000,4,1,2020,18150,1,7,2020,0,59,1955
352500,3,2,1920,33630,1,8,1920,0,22,1992
326995,3,2.5,1860,5321,2,7,1860,0,14,2000
1650000,4,4.5,5550,16065,2,9,3880,1670,11,2003
657100,4,1,1390,4240,1,7,1050,340,90,1924
885000,3,2.5,2880,11443,2,9,2880,0,28,1986
545000,5,3.75,2380,7268,1,8,1430,950,6,2008
812000,4,3.5,3370,3634,2,9,2750,620,7,2007
263000,3,1.75,1580,9187,1,8,1180,400,21,1993
234000,4,1,1390,18000,1,7,1390,0,59,1955
390000,3,2.5,1930,64904,1,8,1930,0,26,1988
349950,2,3.25,1570,2031,2,8,1310,260,8,2006
333490,4,2.5,2250,3916,2,8,2250,0,0,2014
299950,4,2.25,1810,7601,1,7,1080,730,28,1986
735000,6,2.75,3360,84506,1,7,2040,1320,52,1962
315000,3,2.5,1950,9618,2,7,1950,0,22,1992
300000,2,1,1220,75794,1,7,1220,0,51,1963
418900,3,1.5,1470,11112,1,7,1470,0,60,1954
425000,4,2.25,2200,8384,1,7,1250,950,55,1959
330000,3,1,1570,9136,1,7,1570,0,61,1953
587000,4,2.5,2550,6256,2,9,2550,0,22,1992
402000,4,1.75,2430,5481,1,8,1430,1000,61,1953
310000,4,3,2320,7200,2,7,2320,0,38,1976
575000,3,1.75,1720,5956,2,8,1720,0,33,1981
770000,3,2.75,2070,54557,2,8,2070,0,18,1996
470000,4,2,2410,4680,2,9,2410,0,40,1974
424000,3,2.5,1820,7500,2,8,1820,0,29,1985
412000,4,3.5,3360,9767,2,9,2450,910,24,1990
475000,4,2.75,1980,11443,1,7,1980,0,62,1952
638000,3,1,1830,4400,1.5,8,1720,110,84,1930
884250,4,2.5,3840,12151,2,10,3840,0,16,1998
855000,3,2.25,3440,10628,2,10,3440,0,29,1985
650500,4,1.75,2340,5940,1,8,1290,1050,61,1953
325000,6,3,2650,12870,1,7,2650,0,37,1977
410000,4,2,1490,13736,1,6,1490,0,72,1942
685000,4,2.5,3550,10968,2,9,3550,0,8,2006
367500,3,1.5,1410,9647,1,8,1410,0,53,1961
765000,4,2.5,3360,13636,2,10,3360,0,27,1987
643000,4,2.5,2270,8391,2,8,2270,0,26,1988
474950,5,2.5,2080,8347,1,7,1460,620,39,1975
427005,3,3,1460,1200,3,8,1460,0,8,2006
2510000,3,3.25,5480,57990,2,11,5480,0,23,1991
985000,5,3.5,3890,13261,2,9,2870,1020,30,1984
592000,3,1.75,1560,7424,1,8,1560,0,74,1940
1530000,4,2.25,4250,16940,1,9,2380,1870,40,1974
575000,3,2.25,2400,5000,1.5,7,1440,960,88,1926
660000,4,2.25,3180,13653,2,9,3180,0,36,1978
350000,2,1,910,4500,1.5,7,910,0,108,1906
312000,4,2.25,1930,7452,1,7,1430,500,30,1984
813500,4,2,2530,15520,1,8,2220,310,50,1964
335000,2,1.5,1170,5248,1,6,1170,0,73,1941
340000,3,2.5,1212,1174,3,7,1212,0,10,2004
330000,3,2.5,1676,18778,2,7,1676,0,17,1997
515000,2,1,1150,5664,1,7,870,280,66,1948
545000,4,2.5,2500,50595,2,9,2500,0,17,1997
320000,4,2.25,2190,9020,2,8,2190,0,36,1978
425000,5,2,2500,7804,1.5,7,1570,930,93,1921
300000,3,3.25,1470,1235,2,7,1180,290,6,2008
586500,3,2.5,1780,1487,3,8,1600,180,8,2006
375000,4,1.75,1680,6834,1.5,7,1680,0,66,1948
340000,4,2.5,2690,6099,2,9,2690,0,16,1998
570000,3,1.75,2910,37461,1,7,1530,1380,47,1967
458000,4,3.5,3217,4000,2,8,2587,630,6,2008
419000,3,2.5,2170,4517,2,8,2170,0,12,2002
1800000,4,2.5,3320,8325,2.5,10,3320,0,109,1905
710000,3,3.25,3740,136915,2.5,11,3100,640,24,1990
411000,2,2,1130,1148,2,9,800,330,7,2007
499000,3,1.75,1840,5000,1,7,920,920,104,1910
416000,2,1,940,4264,1,7,940,0,65,1949
787500,2,2.5,2390,6928,2,8,1810,580,65,1949
545000,4,1.75,1940,8990,1,8,1560,380,58,1956
538000,3,2.5,2250,11632,2,8,2250,0,26,1988
553000,3,1,1310,18135,1,7,1310,0,66,1948
485000,4,1.75,1430,4096,2,7,1430,0,114,1900
562500,3,2.5,2030,7549,1,8,2030,0,26,1988
469000,4,2.5,2240,5624,1,7,1520,720,53,1961
464600,3,1.75,1120,5500,1.5,7,1120,0,89,1925
830000,5,3,2920,2808,2,8,2140,780,54,1960
270000,3,1.75,1370,10866,1,6,1370,0,69,1945
919000,4,2.5,3620,17133,1,10,2220,1400,21,1993
508000,2,1,820,5040,1,7,820,0,61,1953
450000,3,2.25,1740,9488,1,8,1180,560,37,1977
580000,3,2.5,1620,1171,3,8,1470,150,6,2008
431000,2,1,1000,6500,1,7,1000,0,96,1918
402000,3,3.5,1240,1666,2,7,1000,240,6,2008
615000,2,1.75,2040,28593,1.5,7,2040,0,95,1919
368000,3,1.75,1710,10800,1,7,1710,0,56,1958
304000,2,2.25,1320,1034,3,7,1320,0,18,1996
352000,3,0.75,1240,7200,1,7,1240,0,67,1947
624500,6,3,3030,31920,1,8,1670,1360,34,1980
552500,5,3,2320,7229,1,8,1370,950,28,1986
338800,4,2.25,1800,2752,2,8,1800,0,0,2014
409000,4,2.75,3230,12651,2,8,3230,0,12,2002
399000,3,3,1520,1884,3,8,1520,0,5,2009
1600000,4,3.5,3890,3600,2,9,2860,1030,9,2005
403000,2,1,720,3255,1,6,720,0,109,1905
340000,3,2.5,1720,4120,2,7,1720,0,15,1999
306888,2,1.5,1010,7719,2,7,1010,0,33,1981
442515,4,2.5,2930,4875,2,9,2930,0,0,2014
378950,4,2,1820,8400,1,7,1300,520,58,1956
560000,3,2,1300,6000,1,7,1300,0,71,1943
325000,4,1.5,1470,70800,1,7,1470,0,38,1976
600000,5,4.5,4440,9784,2,10,4440,0,2,2012
368500,2,1.75,2510,19141,2,9,2510,0,37,1977
616000,4,1.75,1700,5846,1,8,1700,0,57,1957
90000,2,1,580,7500,1,5,580,0,71,1943
1033890,4,3.25,3270,5187,2,9,3110,160,0,2014
525000,4,2.25,1890,8549,1,8,1890,0,47,1967
635000,5,2.75,2620,5500,1.5,7,1710,910,103,1911
678700,3,1.75,1970,10548,1,8,1300,670,41,1973
335000,4,2,1480,3132,1,6,740,740,104,1910
455000,2,1,1030,5000,1,6,1030,0,97,1917
375000,4,2.5,2510,7245,2,9,2510,0,7,2007
425000,3,2.5,1480,1386,3,8,1480,0,9,2005
980000,5,4,3460,5400,2,10,2830,630,2,2012
320000,4,3,1820,3120,1,7,1000,820,17,1997
368000,4,1.75,2100,11942,1,7,1030,1070,50,1964
193500,2,1,950,15996,1,7,950,0,68,1946
650000,3,1.5,1380,4290,1,7,1080,300,59,1955
375000,4,1.75,2200,7475,1,7,1100,1100,59,1955
375000,4,2.5,2790,7956,2,9,2790,0,9,2005
475000,3,2.5,1310,1294,2,8,1180,130,6,2008
1315000,4,3,2860,10292,1,8,2860,0,61,1953
771005,5,4.5,4000,6713,2,9,4000,0,-1,2015
156601,2,1.75,1210,9750,1,7,1210,0,30,1984
554000,4,1,1120,7104,1.5,7,1120,0,68,1946
970000,4,2.75,3600,5040,2,9,2610,990,10,2004
520000,2,1,1250,3708,1.5,7,1250,0,88,1926
206000,3,1.75,1140,9800,1,7,1140,0,46,1968
422000,3,1,1160,7854,1,7,1160,0,54,1960
597400,4,2.5,2420,4500,2,7,2420,0,13,2001
705000,2,2.5,2305,5580,1,8,2305,0,7,2007
738515,5,2.75,3360,9200,2,9,3360,0,0,2014
852000,5,2.75,1990,3750,1.5,7,1990,0,101,1913
575000,3,2.5,1750,4797,2,7,1750,0,23,1991
1240000,4,3,3010,6139,2,8,2560,450,64,1950
450000,3,1,1360,3737,1.5,6,1360,0,104,1910
248000,3,2.5,2120,6840,1,7,1220,900,30,1984
345000,2,2.25,860,696,2,9,860,0,5,2009
380000,3,2,1840,8580,1,8,1840,0,24,1990
365000,4,3.5,2720,6781,2,8,2100,620,15,1999
355000,3,2.5,2400,9701,1,9,2400,0,24,1990
861000,3,2,2520,3959,1,8,1270,1250,83,1931
1600000,3,2.25,3170,5000,2,10,2230,940,39,1975
565000,3,2.5,4040,8653,2,9,2900,1140,8,2006
690000,4,3.5,2980,2147,2.5,10,2490,490,8,2006
280000,2,1,990,45528,1,7,990,0,22,1992
1247000,1,1.25,1810,5070,1.5,8,1230,580,47,1967
460000,3,2.5,1450,1053,2,8,940,510,6,2008
775000,4,3.5,3080,5250,2,9,3080,0,11,2003
539000,5,1,1700,11727,1.5,7,1700,0,60,1954
160000,2,1,930,7742,1,6,930,0,81,1933
687500,2,1,1040,7200,1,6,1040,0,59,1955
2480000,4,5,5310,16909,1,12,3090,2220,22,1992
378000,2,2.5,1700,2513,2,8,1700,0,5,2009
495000,2,2.25,1460,1623,2,8,1260,200,9,2005
720000,4,2.75,3370,7634,1,8,2110,1260,37,1977
390000,3,2.25,2270,32112,1,8,1740,530,34,1980
565000,3,1.75,2380,10450,1,8,1400,980,37,1977
325000,3,2.5,1740,5267,2,7,1740,0,15,1999
1170000,4,2.5,2570,6251,2,9,2570,0,14,2000
317000,3,1.5,1390,8300,1,7,1390,0,40,1974
252000,3,2,1340,5670,2,6,1340,0,20,1994
577000,3,1.75,1760,12874,1,7,1230,530,47,1967
400000,2,1.75,2110,9519,1,7,2110,0,66,1948
400000,4,2,1350,7255,1,7,1350,0,55,1959
293000,3,2.5,1690,17383,2,7,1690,0,11,2003
753888,4,2.5,2660,5500,2,9,2660,0,11,2003
665000,4,2,2970,52567,2,8,2970,0,90,1924
132500,3,1,1080,10500,1,7,1080,0,47,1967
985000,3,1.75,1700,8534,1,7,1700,0,61,1953
1500000,3,1.75,2430,12757,1,8,1340,1090,62,1952
879950,4,2.25,3500,13875,1,9,1830,1670,76,1938
325500,3,1.5,1540,8110,1,7,1190,350,55,1959
350000,3,2,1380,3600,3,8,1380,0,-1,2015
250000,3,2,1440,9220,1,7,1440,0,49,1965
320000,3,1,1330,5850,1,7,930,400,60,1954
790000,4,3,3180,12070,2,9,3180,0,38,1976
810000,3,2,2390,8025,2,7,2390,0,93,1921
632500,5,2.5,2640,7096,2,7,2640,0,11,2003
438000,3,1.75,1780,9660,1,7,1780,0,52,1962
915000,3,1,1560,8232,1,7,1560,0,62,1952
292500,4,1.75,2140,8162,1,7,1420,720,46,1968
176000,3,2.25,1540,5449,1,7,1180,360,25,1989
485000,3,1.75,2200,7706,2,7,2200,0,106,1908
415000,3,1.75,1480,2200,2,7,1480,0,19,1995
325000,3,1.75,2180,10230,1,7,1090,1090,53,1961
770126,4,2.75,2390,9300,1,8,1430,960,35,1979
333000,4,2.5,2400,7270,2,8,2400,0,21,1993
205000,3,1.5,1820,8585,1,7,1820,0,52,1962
261000,3,1,1660,11200,1,7,1660,0,57,1957
398500,3,1,1200,15960,1.5,6,1200,0,69,1945
499000,3,3.5,1690,1432,2,7,1360,330,6,2008
235000,4,2.5,1810,39639,1,7,1230,580,44,1970
270000,4,2.5,1750,6397,2,7,1750,0,26,1988
1705000,3,3,2490,27702,2,10,2490,0,14,2000
500000,4,4.5,2690,7350,1.5,7,2690,0,65,1949
540000,3,1.75,1610,3478,1.5,7,1060,550,85,1929
1170000,3,2.75,2890,12130,2,10,2830,60,27,1987
1557600,4,2.5,2700,17853,2,9,2700,0,54,1960
180250,2,0.75,900,9600,1,6,900,0,73,1941
865000,4,4,2790,16117,2,9,2790,0,15,1999
165000,4,1,1220,7980,1.5,6,1220,0,70,1944
870000,4,1.75,1920,3600,2,8,1920,0,107,1907
465000,4,2.25,1820,20349,1,8,1340,480,37,1977
335000,3,1.5,1140,15890,1,7,840,300,29,1985
725000,4,1.75,1980,5850,1,8,1380,600,54,1960
299000,3,2.5,1572,4000,2,8,1572,0,1,2013
449000,3,2.5,1690,3827,2,7,1690,0,9,2005
332500,3,2.25,1800,10500,2,7,1800,0,19,1995
430000,3,1.75,1540,8100,1,7,940,600,67,1947
561000,3,1.75,1710,5000,1,7,1360,350,96,1918
390000,3,1.5,1600,10440,1,7,1600,0,60,1954
390000,3,2.25,1250,7500,1,7,1250,0,72,1942
257500,3,1.75,1530,14087,1,7,1070,460,35,1979
730000,4,2.5,2740,11975,2,8,2740,0,23,1991
185000,3,1.75,1080,9262,1,7,1080,0,46,1968
309950,3,1.5,1200,15606,1,7,1200,0,29,1985
428000,2,2,1350,4225,1,8,1350,0,11,2003
935000,2,2.5,1680,977,3,9,1680,0,5,2009
625000,4,2.25,3230,9935,2,8,3230,0,28,1986
375900,6,1.5,2550,33740,1,8,1750,800,56,1958
570000,3,1.75,1210,7350,1,7,1210,0,37,1977
314500,4,2.5,2390,9600,2,7,2390,0,18,1996
521000,2,1,1050,7500,1.5,6,1050,0,104,1910
318000,3,1,1010,7200,1,6,1010,0,66,1948
294950,3,1,1160,8950,1,7,1160,0,46,1968
195000,2,1,720,9520,1,6,720,0,67,1947
289000,3,2.5,2090,4700,2,8,2090,0,12,2002
412000,3,1,1000,3844,1,7,900,100,86,1928
575000,3,1.75,2680,8625,1,8,1590,1090,40,1974
1050000,4,2.5,2920,7200,1,8,1470,1450,93,1921
509950,3,2.5,1970,9153,2,8,1970,0,7,2007
189000,2,1,790,7128,1,6,790,0,70,1944
715000,4,3.5,3260,110579,2,10,3260,0,17,1997
306000,3,1,1450,7200,1,7,1010,440,45,1969
1200690,5,3,3640,28531,2,10,3640,0,18,1996
410000,4,2,1580,9581,1,7,1580,0,61,1953
445000,3,2,1620,5101,1,7,590,1030,8,2006
445000,4,1,1460,4600,1,6,780,680,68,1946
344000,5,2,2130,8412,1,7,1440,690,68,1946
320000,2,1.5,1110,1200,3,8,1110,0,14,2000
200000,3,2,1430,7905,1,7,1430,0,26,1988
214950,3,1.75,1570,4875,1,7,1310,260,37,1977
429000,4,1.75,2160,7700,2,8,2160,0,37,1977
435000,4,1.75,2290,4400,1,7,1290,1000,55,1959
350000,4,2.5,2810,10433,2,8,2810,0,13,2001
457500,3,2.25,1430,2003,2,8,980,450,18,1996
390000,4,2.75,1790,47250,1,7,1220,570,27,1987
299500,4,2.25,1600,15312,1,7,1080,520,35,1979
625000,3,1,1240,4080,1,7,1240,0,89,1925
359950,3,2,1790,7212,1,8,1790,0,16,1998
1065000,3,2.5,3970,263538,1.5,9,3970,0,23,1991
553000,2,1,900,5000,1,7,900,0,70,1944
2160000,3,3.5,3080,6495,2,11,2530,550,18,1996
645000,4,2.5,2340,8955,2,9,2340,0,24,1990
525000,4,2.5,2310,5573,2,9,2310,0,11,2003
370000,3,2.25,1600,7620,1,7,1280,320,27,1987
375000,4,2.5,1800,8432,1,7,1200,600,54,1960
857500,3,1.5,2040,3960,2,8,2040,0,86,1928
428000,3,2.25,2600,15000,2,9,2600,0,36,1978
270000,4,1.5,1930,15000,1,7,1930,0,68,1946
725000,4,2.5,2130,3420,1.5,7,1730,400,98,1916
949000,4,3,4270,85643,2,11,4270,0,23,1991
1200000,5,4,2710,2800,3,10,2380,330,40,1974
502000,3,2,1300,14350,1,7,1300,0,59,1955
250000,4,2.5,2040,5770,2,7,2040,0,20,1994
259900,3,2,1490,7770,1,7,1490,0,24,1990
342000,4,2.5,2380,7792,2,8,2380,0,21,1993
475000,3,2,1880,9659,1,8,1180,700,63,1951
600000,2,1,920,5029,1,7,920,0,76,1938
475000,3,1.75,1340,2805,1.5,7,1340,0,95,1919
432000,4,1,1750,12528,1,7,1750,0,47,1967
569000,3,2,1990,3000,1.5,7,1230,760,106,1908
230000,3,1,1060,10228,1,7,1060,0,66,1948
392000,4,2.5,2600,8921,2,8,2600,0,23,1991
605000,3,2.5,2670,47480,2,9,2670,0,33,1981
447000,3,2.25,1520,14080,2,7,1520,0,30,1984
265000,4,1.5,1740,12728,1,7,1180,560,50,1964
369000,3,1.5,2110,5195,1,7,1210,900,55,1959
134000,2,1.5,980,5000,2,7,980,0,92,1922
499950,2,2.25,1060,1208,2,8,940,120,9,2005
325000,3,1.75,2250,26337,1,8,2250,0,34,1980
170000,3,1,1480,5670,1,6,780,700,70,1944
285750,3,2.25,1960,17126,1,8,1400,560,48,1966
539950,3,1.75,1820,9875,1,8,1820,0,48,1966
2400000,5,3.25,3410,9088,2,9,2760,650,102,1912
395000,2,1.75,1400,2500,1,7,710,690,98,1916
315000,3,1,1900,14400,1,7,1300,600,60,1954
210000,2,0.75,840,49658,1,6,840,0,66,1948
1175000,4,3.25,4060,20822,2,10,4060,0,23,1991
215000,4,2.25,1900,9600,1,7,1900,0,47,1967
225000,3,1.75,1350,9793,1,7,1350,0,46,1968
735000,3,1.75,1880,108900,1,7,1880,0,36,1978
284000,3,1.75,1320,35100,1,7,1320,0,24,1990
250000,3,1.75,1200,5478,1,6,1200,0,59,1955
1240000,7,5.5,6630,13782,2,10,4930,1700,10,2004
495000,4,2,1720,5413,2,7,1470,250,76,1938
1490000,4,2.5,2420,18480,1,9,2420,0,47,1967
750000,4,2.25,2420,11120,1,8,1620,800,62,1952
385000,3,1.75,1560,5950,1,6,780,780,70,1944
220000,4,2,2340,10507,1.5,6,2340,0,55,1959
446000,5,2.75,2190,12687,1,7,1370,820,36,1978
1815000,4,4.5,4510,12873,2,12,4510,0,16,1998
480000,5,3.5,3480,12821,2,10,2890,590,10,2004
272000,3,1,1130,8100,1.5,6,1130,0,80,1934
310597,4,1.75,2000,25700,1,7,1150,850,56,1958
485000,3,2.5,1580,6065,2,8,1580,0,29,1985
525000,4,2,1720,6099,1,7,860,860,65,1949
580000,4,2.5,2150,5000,2,8,2150,0,13,2001
685000,4,2.5,2510,3479,2,8,2510,0,7,2007
1130000,4,3.25,3810,8519,1,10,2680,1130,7,2007
170000,2,1,1240,9900,1,7,940,300,64,1950
628000,5,2.75,2600,8160,2,8,2600,0,-1,2015
540000,4,2,2190,8402,2,6,2190,0,86,1928
299500,4,2.5,2010,12085,2,8,2010,0,28,1986
300000,3,2.5,1880,4200,2,7,1880,0,7,2007
365000,3,1.75,1450,61419,1,8,1450,0,38,1976
460000,4,2.75,2200,9676,1,8,1500,700,35,1979
455000,3,1.75,1760,11371,1,8,1760,0,55,1959
500000,4,2.25,2050,7201,2,8,2050,0,20,1994
530000,5,2.75,3230,13572,1,8,1880,1350,49,1965
2260000,3,3.5,3110,14872,1,10,3110,0,11,2003
505000,3,2.5,1610,4611,2,8,1610,0,18,1996
471001,3,1.75,1800,6000,1,7,900,900,109,1905
390000,3,2.5,2770,8820,1,7,1900,870,34,1980
491000,3,2,2005,7000,1,7,1605,400,34,1980
184500,3,1.5,1280,3640,2,6,1280,0,31,1983
650000,3,2.25,2150,21235,1,8,1590,560,55,1959
364000,4,1.75,2010,8625,1,7,1340,670,57,1957
225000,3,1,990,8012,1,7,990,0,48,1966
400000,3,1,1060,12690,1,7,1060,0,45,1969
427500,2,2,1090,934,3,8,1090,0,6,2008
590000,4,2,2490,339332,1,8,2490,0,12,2002
619500,3,2.5,2170,5000,2,9,2170,0,11,2003
975000,4,2.25,2250,3600,2,9,2010,240,102,1912
855000,4,2,2380,10800,2,8,2380,0,89,1925
811000,3,3,2470,7410,2,8,1860,610,37,1977
450000,3,2.5,1480,1961,2,8,1480,0,9,2005
499500,3,2.5,2970,21907,2,9,2970,0,16,1998
250000,3,2.5,1650,2802,2,7,1650,0,10,2004
750000,4,2.25,3190,11597,2,10,2300,890,30,1984
170000,2,1,1500,18540,1,8,1500,0,64,1950
1395000,4,3,3520,128502,2,10,3520,0,33,1981
304500,4,2,1350,942,3,7,1350,0,6,2008
203700,3,2,1660,7958,1,7,1130,530,31,1983
225000,3,1,1120,10665,1,6,1120,0,53,1961
875000,4,1.75,2180,9726,1,9,2180,0,48,1966
283200,4,2.5,1982,6406,2,8,1982,0,10,2004
325000,3,2.25,1440,6443,2,7,1440,0,19,1995
675000,3,2.25,2260,13209,1,9,2260,0,37,1977
779000,3,2.5,1580,1487,3,9,1580,0,5,2009
552100,3,3,1330,1379,2,8,1120,210,9,2005
343000,2,1,1180,9261,1,7,940,240,57,1957
425000,4,2.75,2440,15349,2,7,2440,0,57,1957
585000,2,1.75,1980,8550,1,7,990,990,33,1981
444900,4,2.5,3120,7448,2,9,3120,0,16,1998
268000,3,1.75,1600,7711,1,7,1600,0,15,1999
421500,4,3,2793,5703,2,9,2793,0,5,2009
250000,3,2,1440,5457,2,7,1440,0,28,1986
400000,5,2.75,2470,19200,1,8,1250,1220,37,1977
140000,3,1,1000,10560,1,7,1000,0,59,1955
998000,4,2.25,2420,10200,2,9,2420,0,41,1973
260000,3,1,1910,8710,1,7,1080,830,60,1954
401500,4,1,1790,8400,1,7,1260,530,60,1954
600000,5,3.5,3580,21343,1.5,8,2140,1440,77,1937
432000,3,1.75,2410,51763,1,8,1410,1000,33,1981
180000,3,1,780,3540,1,6,780,0,94,1920
725000,3,2,2110,5800,1.5,7,1990,120,87,1927
350000,2,1.5,1070,937,3,8,1070,0,11,2003
251100,4,2.5,1790,5257,2,7,1790,0,18,1996
404000,4,3,4060,35621,1,9,2030,2030,25,1989
305000,3,1,1250,23680,1,7,1250,0,47,1967
405000,3,2.25,1520,1245,3,8,1520,0,10,2004
292050,5,3,2840,7199,1,7,1710,1130,11,2003
270000,3,2.5,1540,7739,2,7,1540,0,28,1986
390000,4,2.5,1840,15496,2,8,1840,0,23,1991
852000,4,1,2220,3588,1.5,7,1470,750,87,1927
742500,4,2.5,2620,4400,2,9,2620,0,10,2004
305000,2,1,2160,12960,1,7,1360,800,46,1968
590000,4,2.5,3220,7875,1.5,8,3220,0,48,1966
535000,2,2,1370,3827,1,7,1020,350,62,1952
303000,3,2.25,1340,873,3,8,1340,0,5,2009
543115,2,1,1380,5484,1,8,1030,350,67,1947
1650000,5,4,3310,8400,2,10,3310,0,14,2000
925000,4,2.5,3540,18168,2,10,3540,0,18,1996
870000,4,2.5,3240,7621,2,9,3240,0,11,2003
675000,4,2.75,2240,8937,1,8,1460,780,38,1976
831000,4,2.5,2030,3905,1.5,7,1630,400,88,1926
200000,2,0.75,780,55764,1,4,780,0,69,1945
740000,3,2.25,3440,44374,2,10,2190,1250,35,1979
880000,4,2.5,3070,8250,1,8,2100,970,56,1958
1225000,6,2.25,2930,4320,2,9,2130,800,101,1913
543500,4,2.5,2550,5835,2,8,2550,0,16,1998
657500,4,1.75,1620,7560,1,7,1380,240,67,1947
559630,4,2.5,3370,4934,2,9,3370,0,0,2014
465000,3,3,2290,15600,1,8,1420,870,66,1948
